file_name,ref_file,transcription,duration_seconds,speaker_id,speaker_name,language_id
audio/speaker_01_000021.wav,ref_audio/ref_speaker_01_000021.wav,"Nous exécutons alors le même modèle BiLSTM-CRF que nous avions exécuté en utilisant Flare, mais au lieu d’utiliser ces intégrations de BETO et Représentations d'encodeurs bidirectionnels à partir de transformateurs basées sur la conversion non adaptées, nous avons utilisé les intégrations d’alternance codique.",19.68,speaker_01,Elena,fr
audio/speaker_01_000022.wav,ref_audio/ref_speaker_01_000022.wav,"Nous avons donc alimenté notre BiLSTM-CRF avec des intégrations d’alternance codique et éventuellement des intégrations de caractères, des intégrations de BPE et ainsi de suite.",12.94,speaker_01,Elena,fr
audio/speaker_01_000023.wav,ref_audio/ref_speaker_01_000023.wav,"Le meilleur résultat que nous avons obtenu était quatre-vingt-quatre points vingt-deux, ce qui est le plus élevé parmi tous les modèles que nous avons essayés sur l’ensemble de test.",8.5,speaker_01,Elena,fr
audio/speaker_01_000024.wav,ref_audio/ref_speaker_01_000024.wav,Voilà donc les conclusions de notre travail.,2.78,speaker_01,Elena,fr
audio/speaker_01_000025.wav,ref_audio/ref_speaker_01_000025.wav,Nous avons produit de nouvelles données de fil d’actualité espagnol qui sont annotées avec des emprunts lexicaux non assimilés.,6.66,speaker_01,Elena,fr
audio/speaker_01_000026.wav,ref_audio/ref_speaker_01_000026.wav,Il est également intéressant de noter que les intégrations de BPE semblent améliorer le score F1.,5.84,speaker_01,Elena,fr
audio/speaker_01_000027.wav,ref_audio/ref_speaker_01_000027.wav,Ce qui est une découverte intéressante que peut-être nous pouvons explorer sur les travaux futurs.,6.72,speaker_01,Elena,fr
audio/speaker_01_000028.wav,ref_audio/ref_speaker_01_000028.wav,"Bonjour, je m’appelle Elena et je vais vous présenter notre travail, détecter les emprunts non assimilés en espagnol : un corpus annoté et des approches de modélisation.",9.68,speaker_01,Elena,fr
audio/speaker_01_000029.wav,ref_audio/ref_speaker_01_000029.wav,"Mais pour commencer, qu’est-ce que l’emprunt lexical et pourquoi est-ce important en tant que tâche de TAL traitement automatique du langage naturel ?",6.82,speaker_01,Elena,fr
audio/speaker_01_000030.wav,ref_audio/ref_speaker_01_000030.wav,"Eh bien, l’emprunt lexical est fondamentalement l’incorporation de mots d’une langue dans une autre langue.",7.48,speaker_01,Elena,fr
audio/speaker_01_000031.wav,ref_audio/ref_speaker_01_000031.wav,"Eh bien, du point de vue de la linguistique, l’emprunt est une manifestation de la façon dont les langues changent et comment elles interagissent.",8.16,speaker_01,Elena,fr
audio/speaker_01_000032.wav,ref_audio/ref_speaker_01_000032.wav,"Et en effet, détecter automatiquement les emprunts lexicaux s’est avéré utile pour les tâches downstream de TAL traitement automatique du langage naturel telles que l’analyse syntaxique, la synthèse texte-parole ou la traduction automatique.",12.76,speaker_01,Elena,fr
audio/speaker_01_000033.wav,ref_audio/ref_speaker_01_000033.wav,"Hum, et comme vous pouvez le voir, il y a trois étendages de textes qui sont en réalité des mots anglais comme bestseller, animal print et patchwork.",8.32,speaker_01,Elena,fr
audio/speaker_01_000034.wav,ref_audio/ref_speaker_01_000034.wav,Mais il y avait des limites à la fois dans les données et dans l’approche de modélisation.,4.36,speaker_01,Elena,fr
audio/speaker_01_000035.wav,ref_audio/ref_speaker_01_000035.wav,"Ici, vous pouvez voir qu’il n’y a pas de chevauchement dans le temps.",4.04,speaker_01,Elena,fr
audio/speaker_01_000036.wav,ref_audio/ref_speaker_01_000036.wav,Ils n’ont donc pas été vus pendant la formation.,2.56,speaker_01,Elena,fr
audio/speaker_01_000037.wav,ref_audio/ref_speaker_01_000037.wav,Ce sont des fonctions binaires telles que le mot ou le gage en majuscules ?,5.26,speaker_01,Elena,fr
audio/speaker_01_000038.wav,ref_audio/ref_speaker_01_000038.wav,Est-ce un guillemet ?,1.76,speaker_01,Elena,fr
audio/speaker_01_000039.wav,ref_audio/ref_speaker_01_000039.wav,"Ce qui est une énorme différence comparée au score F1 de quatre-vingt-six rapporté, qui était le résultat obtenu avec le même modèle CRF, les mêmes fonctions mais sur des données différentes également pour la détection de l’emprunt lexical espagnol.",14.36,speaker_01,Elena,fr
audio/speaker_01_000040.wav,ref_audio/ref_speaker_01_000040.wav,Nous utilisons les deux modèles à travers la bibliothèque de conversion d’HuggingFace.,4.28,speaker_01,Elena,fr
audio/speaker_01_000042.wav,ref_audio/ref_speaker_01_000042.wav,"Bien que le meilleur score F1 que nous ayons obtenu sur l’ensemble de développement, qui était de soixante-dix-neuf, était inférieur au meilleur résultat obtenu par le BiLSTM-CRF alimenté avec des intégrations non adaptées.",11.24,speaker_01,Elena,fr
audio/speaker_01_000043.wav,ref_audio/ref_speaker_01_000043.wav,"Hum. Eh bien, c’est tout ce que j’ai.",3.52,speaker_01,Elena,fr
audio/speaker_01_000044.wav,ref_audio/ref_speaker_01_000044.wav,"Eh bien, l’emprunt lexical est fondamentalement l’incorporation de mots d’une langue dans une autre langue.",7.48,speaker_01,Elena,fr
audio/speaker_01_000045.wav,ref_audio/ref_speaker_01_000045.wav,"Et ici, vous avez quelques exemples : des mots tels que podcast, app et crowdfunding en ligne ; tous ces mots sont des mots anglais que nous utilisons parfois en espagnol.",9.2,speaker_01,Elena,fr
audio/speaker_01_000046.wav,ref_audio/ref_speaker_01_000046.wav,L’emprunt lexical est un type d’emprunt linguistique qui consiste essentiellement à reproduire dans une langue des modèles d’autres langues.,8.08,speaker_01,Elena,fr
audio/speaker_01_000047.wav,ref_audio/ref_speaker_01_000047.wav,"Et l’emprunt et l’alternance codique ont parfois été comparés et décrits comme un continuum, l’alternance codique étant la chose que font les bilingues lorsqu’ils mélangent deux langues en même temps.",12.0,speaker_01,Elena,fr
audio/speaker_01_000048.wav,ref_audio/ref_speaker_01_000048.wav,Nous visons donc à nous attaquer à certaines de ces limites dans la tâche.,4.86,speaker_01,Elena,fr
audio/speaker_01_000049.wav,ref_audio/ref_speaker_01_000049.wav,Il y aurait donc un chevauchement minimal entre les mots et les sujets entre l’ensemble de formation et l’ensemble de test.,6.08,speaker_01,Elena,fr
audio/speaker_01_000050.wav,ref_audio/ref_speaker_01_000050.wav,L’ensemble de test est aussi très dense en termes d’emprunt.,3.34,speaker_01,Elena,fr
audio/speaker_01_000051.wav,ref_audio/ref_speaker_01_000051.wav,Nous utilisons les formats CoNLL et avons utilisé l’encodage BIO pour pouvoir encoder des emprunts de gages simples tels que app ou des emprunts de gages multiples tels que l'apprentissage automatique.,10.32,speaker_01,Elena,fr
audio/speaker_01_000052.wav,ref_audio/ref_speaker_01_000052.wav,"Et ici, vous avez quelques exemples de l’ensemble des données.",4.58,speaker_01,Elena,fr
audio/speaker_01_000053.wav,ref_audio/ref_speaker_01_000053.wav,Et nous l’avons annoté en utilisant l’encodage BIO.,4.06,speaker_01,Elena,fr
audio/speaker_01_000054.wav,ref_audio/ref_speaker_01_000054.wav,"Et ici, dans ce deuxième exemple, vous avez benching et crash qui sont également étiquetés comme des emprunts de l’anglais.",7.1,speaker_01,Elena,fr
audio/speaker_01_000055.wav,ref_audio/ref_speaker_01_000055.wav,Est-ce une casse de titre ?,3.34,speaker_01,Elena,fr
audio/speaker_01_000056.wav,ref_audio/ref_speaker_01_000056.wav,"Juste pour que nous ayons une idée à comparer, le modèle CRF a obtenu un quatre-vingt-deux.",7.38,speaker_01,Elena,fr
audio/speaker_01_000057.wav,ref_audio/ref_speaker_01_000057.wav,"Donc, une fois que nous avons eu ces résultats, nous nous sommes posés une autre question qui est : pourrions-nous trouver un modèle BiLSTM-CRF, l’alimenter avec différents types d’intégrations, des intégrations qui encodent différents types d’informations linguistiques, et dépasser les résultats obtenus par les modèles basés sur la conversion ?",17.8,speaker_01,Elena,fr
audio/speaker_01_000058.wav,ref_audio/ref_speaker_01_000058.wav,"Et nous avons essayé d’expérimenter différents types d’intégrations comme celles basées sur la conversion, mais aussi des intégrations de caractères, de texte rapide et ainsi de suite.",9.62,speaker_01,Elena,fr
audio/speaker_01_000060.wav,ref_audio/ref_speaker_01_000060.wav,"Dans cet esprit, ce sont les meilleurs résultats que nous avons obtenus.",4.9,speaker_01,Elena,fr
audio/speaker_01_000061.wav,ref_audio/ref_speaker_01_000061.wav,"L’un a été alimenté avec des intégrations de BETO, de Représentations d'encodeurs bidirectionnels à partir de transformateurs et de BPE, et l’autre avec des intégrations de BETO, de Représentations d'encodeurs bidirectionnels à partir de transformateurs, de BPE et aussi des intégrations de caractères.",15.5,speaker_01,Elena,fr
audio/speaker_01_000062.wav,ref_audio/ref_speaker_01_000062.wav,"Enfin, nous nous sommes posés une autre question qui était de savoir si la détection d’emprunt lexical pouvait être encadrée comme apprentissage par transfert de l’identification de langue dans l’alternance codique ?",10.52,speaker_01,Elena,fr
audio/speaker_01_000063.wav,ref_audio/ref_speaker_01_000063.wav,"LinCE est un ensemble de données sur l’alternance codique qui comporte une section sur l’anglais espagnol, l’alternance codique anglais espagnol.",7.76,speaker_01,Elena,fr
audio/speaker_01_000064.wav,ref_audio/ref_speaker_01_000064.wav,"Nous avons donc alimenté notre BiLSTM-CRF avec des intégrations d’alternance codique et éventuellement des intégrations de caractères, des intégrations de BPE et ainsi de suite.",12.94,speaker_01,Elena,fr
audio/speaker_01_000065.wav,ref_audio/ref_speaker_01_000065.wav,"Hum. En termes d’analyse des erreurs, eh bien, le rappel était un point faible pour tous les modèles.",4.92,speaker_01,Elena,fr
audio/speaker_01_000066.wav,ref_audio/ref_speaker_01_000066.wav,Ce qui est une découverte intéressante que peut-être nous pouvons explorer sur les travaux futurs.,6.72,speaker_01,Elena,fr
audio/speaker_01_000067.wav,ref_audio/ref_speaker_01_000067.wav,"Hum. Eh bien, c’est tout ce que j’ai.",3.52,speaker_01,Elena,fr
audio/speaker_01_000068.wav,ref_audio/ref_speaker_01_000068.wav,"Bonjour, je m’appelle Elena et je vais vous présenter notre travail, détecter les emprunts non assimilés en espagnol : un corpus annoté et des approches de modélisation.",9.68,speaker_01,Elena,fr
audio/speaker_01_000069.wav,ref_audio/ref_speaker_01_000069.wav,"Par exemple, en espagnol, nous utilisons des mots qui viennent de l’anglais.",5.22,speaker_01,Elena,fr
audio/speaker_01_000070.wav,ref_audio/ref_speaker_01_000070.wav,Alors pourquoi emprunter un phénomène intéressant ?,3.56,speaker_01,Elena,fr
audio/speaker_01_000071.wav,ref_audio/ref_speaker_01_000071.wav,"Ici, vous avez quelques exemples d’emprunts lexicaux qui ont été incorporés dans la langue espagnole en tant que nouveaux mots.",8.24,speaker_01,Elena,fr
audio/speaker_01_000072.wav,ref_audio/ref_speaker_01_000072.wav,"Et en effet, détecter automatiquement les emprunts lexicaux s’est avéré utile pour les tâches downstream de TAL traitement automatique du langage naturel telles que l’analyse syntaxique, la synthèse texte-parole ou la traduction automatique.",12.76,speaker_01,Elena,fr
audio/speaker_01_000073.wav,ref_audio/ref_speaker_01_000073.wav,Ce modèle a obtenu un score F1 de quatre-vingt-six.,3.12,speaker_01,Elena,fr
audio/speaker_01_000074.wav,ref_audio/ref_speaker_01_000074.wav,Et il y avait aussi un chevauchement dans les emprunts qui apparaissent dans l’ensemble de formation et l’ensemble de test.,6.92,speaker_01,Elena,fr
audio/speaker_01_000075.wav,ref_audio/ref_speaker_01_000075.wav,"En effet, quatre-vingt-douze pour cent des emprunts dans l’ensemble de test sont des OOV.",4.98,speaker_01,Elena,fr
audio/speaker_01_000076.wav,ref_audio/ref_speaker_01_000076.wav,"Comme vous pouvez le voir, il s’élève à environ trois cent soixante-dix mille gages.",6.22,speaker_01,Elena,fr
audio/speaker_01_000077.wav,ref_audio/ref_speaker_01_000077.wav,"Et ici, dans ce deuxième exemple, vous avez benching et crash qui sont également étiquetés comme des emprunts de l’anglais.",7.1,speaker_01,Elena,fr
audio/speaker_01_000078.wav,ref_audio/ref_speaker_01_000078.wav,Ce sont des fonctions binaires telles que le mot ou le gage en majuscules ?,5.26,speaker_01,Elena,fr
audio/speaker_01_000079.wav,ref_audio/ref_speaker_01_000079.wav,Est-ce un guillemet ?,1.76,speaker_01,Elena,fr
audio/speaker_01_000080.wav,ref_audio/ref_speaker_01_000080.wav,"Nous avons utilisé BETO qui est un modèle de Représentations d'encodeurs bidirectionnels à partir de transformateurs monolingue formé pour l’espagnol, mais aussi des Représentations d'encodeurs bidirectionnels à partir de transformateurs multilingues.",13.44,speaker_01,Elena,fr
audio/speaker_01_000081.wav,ref_audio/ref_speaker_01_000081.wav,"Et aussi, que les intégrations de BPE produisent un meilleur F1 et les intégrations de caractères, un meilleur rappel.",6.44,speaker_01,Elena,fr
audio/speaker_01_000082.wav,ref_audio/ref_speaker_01_000082.wav,"Dans cet esprit, ce sont les meilleurs résultats que nous avons obtenus.",4.9,speaker_01,Elena,fr
audio/speaker_01_000083.wav,ref_audio/ref_speaker_01_000083.wav,Qu’est-ce que les intégrations d’alternance codique ?,3.96,speaker_01,Elena,fr
audio/speaker_01_000084.wav,ref_audio/ref_speaker_01_000084.wav,"Eh bien, ce sont des intégrations qui ont été des intégrations basées sur la conversion ajustée, qui ont été préformées pour l’identification de langue sur la section anglaise espagnole des données d’alternance codique LinCE.",12.08,speaker_01,Elena,fr
audio/speaker_01_000085.wav,ref_audio/ref_speaker_01_000085.wav,"LinCE est un ensemble de données sur l’alternance codique qui comporte une section sur l’anglais espagnol, l’alternance codique anglais espagnol.",7.76,speaker_01,Elena,fr
audio/speaker_01_000086.wav,ref_audio/ref_speaker_01_000086.wav,"Nous avons donc alimenté notre BiLSTM-CRF avec des intégrations d’alternance codique et éventuellement des intégrations de caractères, des intégrations de BPE et ainsi de suite.",12.94,speaker_01,Elena,fr
audio/speaker_01_000088.wav,ref_audio/ref_speaker_01_000088.wav,Nous avons exploré quatre types de modèles pour la détection d’emprunt lexical.,4.9,speaker_01,Elena,fr
audio/speaker_01_000089.wav,ref_audio/ref_speaker_01_000089.wav,"Bonjour, je m’appelle Elena et je vais vous présenter notre travail, détecter les emprunts non assimilés en espagnol : un corpus annoté et des approches de modélisation.",9.68,speaker_01,Elena,fr
audio/speaker_01_000090.wav,ref_audio/ref_speaker_01_000090.wav,"Mais pour commencer, qu’est-ce que l’emprunt lexical et pourquoi est-ce important en tant que tâche de TAL traitement automatique du langage naturel ?",6.82,speaker_01,Elena,fr
audio/speaker_01_000091.wav,ref_audio/ref_speaker_01_000091.wav,"Eh bien, l’emprunt lexical est fondamentalement l’incorporation de mots d’une langue dans une autre langue.",7.48,speaker_01,Elena,fr
audio/speaker_01_000092.wav,ref_audio/ref_speaker_01_000092.wav,"Et ici, vous avez quelques exemples : des mots tels que podcast, app et crowdfunding en ligne ; tous ces mots sont des mots anglais que nous utilisons parfois en espagnol.",9.2,speaker_01,Elena,fr
audio/speaker_01_000093.wav,ref_audio/ref_speaker_01_000093.wav,Il y a cependant quelques différences entre l’emprunt lexical et l’alternance codique.,3.98,speaker_01,Elena,fr
audio/speaker_01_000094.wav,ref_audio/ref_speaker_01_000094.wav,Les emprunts seront conformes à la grammaire de la langue du destinataire.,6.0,speaker_01,Elena,fr
audio/speaker_01_000095.wav,ref_audio/ref_speaker_01_000095.wav,"Ici, vous avez quelques exemples d’emprunts lexicaux qui ont été incorporés dans la langue espagnole en tant que nouveaux mots.",8.24,speaker_01,Elena,fr
audio/speaker_01_000096.wav,ref_audio/ref_speaker_01_000096.wav,"En termes de TAL traitement automatique du langage naturel, les emprunts sont une source courante de mots hors-vocabulaire.",7.22,speaker_01,Elena,fr
audio/speaker_01_000097.wav,ref_audio/ref_speaker_01_000097.wav,Il s’agit du type d’étendages qu'il nous intéresse d'extraire et de détecter.,4.62,speaker_01,Elena,fr
audio/speaker_01_000098.wav,ref_audio/ref_speaker_01_000098.wav,Nous visons donc à nous attaquer à certaines de ces limites dans la tâche.,4.86,speaker_01,Elena,fr
audio/speaker_01_000100.wav,ref_audio/ref_speaker_01_000100.wav,L’ensemble de test contenait autant de mots hors-vocabulaire que possible.,4.64,speaker_01,Elena,fr
audio/speaker_01_000101.wav,ref_audio/ref_speaker_01_000101.wav,Ils n’ont donc pas été vus pendant la formation.,2.56,speaker_01,Elena,fr
audio/speaker_01_000102.wav,ref_audio/ref_speaker_01_000102.wav,Et le corpus consistait essentiellement en une collection de textes provenant de différentes sources de journaux espagnols.,6.06,speaker_01,Elena,fr
audio/speaker_01_000103.wav,ref_audio/ref_speaker_01_000103.wav,Et il a été annoté à la main en utilisant deux étiquettes.,4.44,speaker_01,Elena,fr
audio/speaker_01_000104.wav,ref_audio/ref_speaker_01_000104.wav,Ce sont les chiffres du corpus.,1.82,speaker_01,Elena,fr
audio/speaker_01_000105.wav,ref_audio/ref_speaker_01_000105.wav,Et nous avons utilisé les mêmes fonctions faites main à partir de celles de ce travail.,5.64,speaker_01,Elena,fr
audio/speaker_01_000106.wav,ref_audio/ref_speaker_01_000106.wav,Est-ce une casse de titre ?,3.34,speaker_01,Elena,fr
audio/speaker_01_000107.wav,ref_audio/ref_speaker_01_000107.wav,Est-ce un guillemet ?,1.76,speaker_01,Elena,fr
audio/speaker_01_000108.wav,ref_audio/ref_speaker_01_000108.wav,Voici les résultats que nous avons obtenus.,3.8,speaker_01,Elena,fr
audio/speaker_01_000109.wav,ref_audio/ref_speaker_01_000109.wav,"Donc, une fois que nous avons eu ces résultats, nous nous sommes posés une autre question qui est : pourrions-nous trouver un modèle BiLSTM-CRF, l’alimenter avec différents types d’intégrations, des intégrations qui encodent différents types d’informations linguistiques, et dépasser les résultats obtenus par les modèles basés sur la conversion ?",17.8,speaker_01,Elena,fr
audio/speaker_01_000110.wav,ref_audio/ref_speaker_01_000110.wav,C’est donc une amélioration comparée à ces résultats.,7.38,speaker_01,Elena,fr
audio/speaker_01_000111.wav,ref_audio/ref_speaker_01_000111.wav,"Bien que le meilleur score F1 que nous ayons obtenu sur l’ensemble de développement, qui était de soixante-dix-neuf, était inférieur au meilleur résultat obtenu par le BiLSTM-CRF alimenté avec des intégrations non adaptées.",11.24,speaker_01,Elena,fr
audio/speaker_01_000112.wav,ref_audio/ref_speaker_01_000112.wav,"Bonjour, je m’appelle Elena et je vais vous présenter notre travail, détecter les emprunts non assimilés en espagnol : un corpus annoté et des approches de modélisation.",9.68,speaker_01,Elena,fr
audio/speaker_01_000113.wav,ref_audio/ref_speaker_01_000113.wav,"Mais pour commencer, qu’est-ce que l’emprunt lexical et pourquoi est-ce important en tant que tâche de TAL traitement automatique du langage naturel ?",6.82,speaker_01,Elena,fr
audio/speaker_01_000114.wav,ref_audio/ref_speaker_01_000114.wav,"Eh bien, l’emprunt lexical est fondamentalement l’incorporation de mots d’une langue dans une autre langue.",7.48,speaker_01,Elena,fr
audio/speaker_01_000115.wav,ref_audio/ref_speaker_01_000115.wav,Alors pourquoi emprunter un phénomène intéressant ?,3.56,speaker_01,Elena,fr
audio/speaker_01_000116.wav,ref_audio/ref_speaker_01_000116.wav,"Eh bien, du point de vue de la linguistique, l’emprunt est une manifestation de la façon dont les langues changent et comment elles interagissent.",8.16,speaker_01,Elena,fr
audio/speaker_01_000117.wav,ref_audio/ref_speaker_01_000117.wav,"Et ici, vous avez quelques exemples de travail sur la détection automatique des emprunts dans certaines de ces langues.",6.86,speaker_01,Elena,fr
audio/speaker_01_000118.wav,ref_audio/ref_speaker_01_000118.wav,"Ceci est une phrase en espagnol : Las prendas bestsellers se estampan con motivos florales, animal print o retales tipo patchwork.",8.52,speaker_01,Elena,fr
audio/speaker_01_000119.wav,ref_audio/ref_speaker_01_000119.wav,Cela a empêché d’évaluer si l’approche de modélisation pouvait effectivement se généraliser aux emprunts précédemment invisibles.,8.2,speaker_01,Elena,fr
audio/speaker_01_000120.wav,ref_audio/ref_speaker_01_000120.wav,Nous visons donc à nous attaquer à certaines de ces limites dans la tâche.,4.86,speaker_01,Elena,fr
audio/speaker_01_000121.wav,ref_audio/ref_speaker_01_000121.wav,"Avec de nouvelles données qui ont été annotées avec des emprunts lexicaux, le but était de créer un ensemble de test aussi difficile que possible.",8.28,speaker_01,Elena,fr
audio/speaker_01_000123.wav,ref_audio/ref_speaker_01_000123.wav,"Ici, vous pouvez voir qu’il n’y a pas de chevauchement dans le temps.",4.04,speaker_01,Elena,fr
audio/speaker_01_000124.wav,ref_audio/ref_speaker_01_000124.wav,Ils n’ont donc pas été vus pendant la formation.,2.56,speaker_01,Elena,fr
audio/speaker_01_000125.wav,ref_audio/ref_speaker_01_000125.wav,"Une pour les emprunts lexicaux anglais, constituant la majorité des emprunts lexicaux en espagnol, puis l’autre étiquette pour les emprunts d’autres langues.",6.76,speaker_01,Elena,fr
audio/speaker_01_000126.wav,ref_audio/ref_speaker_01_000126.wav,Nous utilisons les formats CoNLL et avons utilisé l’encodage BIO pour pouvoir encoder des emprunts de gages simples tels que app ou des emprunts de gages multiples tels que l'apprentissage automatique.,10.32,speaker_01,Elena,fr
audio/speaker_01_000127.wav,ref_audio/ref_speaker_01_000127.wav,"Comme vous pouvez le voir ici, par exemple, nous avons dans le premier exemple le batch cooking emprunteur qui est un emprunt de mots multiples.",8.0,speaker_01,Elena,fr
audio/speaker_01_000128.wav,ref_audio/ref_speaker_01_000128.wav,"Donc, une fois que nous avons eu les données, nous avons exploré plusieurs modèles pour la tâche d’extraction et de détection de ces emprunts lexicaux.",9.24,speaker_01,Elena,fr
audio/speaker_01_000129.wav,ref_audio/ref_speaker_01_000129.wav,"Comme vous pouvez le voir, voici les fonctions.",3.26,speaker_01,Elena,fr
audio/speaker_01_000130.wav,ref_audio/ref_speaker_01_000130.wav,Est-ce une casse de titre ?,3.34,speaker_01,Elena,fr
audio/speaker_01_000131.wav,ref_audio/ref_speaker_01_000131.wav,"Le modèle CRF a obtenu cinquante-cinq points en F1, tandis que les Représentations d'encodeurs bidirectionnels à partir de transformateurs multilingues ont obtenu quatre-vingt-deux, ce qui est une grande différence.",13.68,speaker_01,Elena,fr
audio/speaker_01_000132.wav,ref_audio/ref_speaker_01_000132.wav,"Et nous avons essayé d’expérimenter différents types d’intégrations comme celles basées sur la conversion, mais aussi des intégrations de caractères, de texte rapide et ainsi de suite.",9.62,speaker_01,Elena,fr
audio/speaker_01_000133.wav,ref_audio/ref_speaker_01_000133.wav,"Eh bien, ce sont des intégrations qui ont été des intégrations basées sur la conversion ajustée, qui ont été préformées pour l’identification de langue sur la section anglaise espagnole des données d’alternance codique LinCE.",12.08,speaker_01,Elena,fr
audio/speaker_01_000134.wav,ref_audio/ref_speaker_01_000134.wav,"LinCE est un ensemble de données sur l’alternance codique qui comporte une section sur l’anglais espagnol, l’alternance codique anglais espagnol.",7.76,speaker_01,Elena,fr
audio/speaker_01_000135.wav,ref_audio/ref_speaker_01_000135.wav,"Le meilleur résultat que nous avons obtenu était quatre-vingt-quatre points vingt-deux, ce qui est le plus élevé parmi tous les modèles que nous avons essayés sur l’ensemble de test.",8.5,speaker_01,Elena,fr
audio/speaker_01_000136.wav,ref_audio/ref_speaker_01_000136.wav,"Bien que le meilleur score F1 que nous ayons obtenu sur l’ensemble de développement, qui était de soixante-dix-neuf, était inférieur au meilleur résultat obtenu par le BiLSTM-CRF alimenté avec des intégrations non adaptées.",11.24,speaker_01,Elena,fr
audio/speaker_01_000137.wav,ref_audio/ref_speaker_01_000137.wav,Ce qui est une découverte intéressante que peut-être nous pouvons explorer sur les travaux futurs.,6.72,speaker_01,Elena,fr
